"","Pathway","Gene","Level"
"1333","Nucleotide metabolism","Guk1","Pathway_Level2"
"1334","Nucleotide synthesis and processing","Nme6","Pathway_Level3"
"1335","Metals and cofactors","Cisd3","Pathway_Level2"
"1336","Coenzyme Q metabolism","Pdss2","Pathway_Level3"
"1337","Heme synthesis and processing","Fech","Pathway_Level3"
"1338","Fe-S cluster biosynthesis","Hscb","Pathway_Level3"
"1339","NAD biosynthesis and metabolism","Slc25a51","Pathway_Level3"
"1340","Fe-S-containing proteins","Glrx2","Pathway_Level3"
"1341","Vitamin metabolism","Dmgdh","Pathway_Level2"
"1342","Folate and 1-C metabolism","Mthfs","Pathway_Level3"
"1343","Detoxification","Cat","Pathway_Level2"
"1344","Xenobiotic metabolism","Ephx2","Pathway_Level3"
"1345","ROS and glutathione metabolism","Msrb2","Pathway_Level3"
"1346","Electron carriers","mt-Cytb","Pathway_Level2"
"1347","Small molecule transport","Mcub","Pathway_Level1"
"1348","SLC25A family","Slc25a2","Pathway_Level2"
"1349","Signaling","Lypla1","Pathway_Level1"
"1350","Calcium homeostasis","Slc25a23","Pathway_Level2"
"1351","Mitochondrial dynamics and surveillance","Atp5l","Pathway_Level1"
"1352","Fission","Slc25a46","Pathway_Level2"
"1353","Organelle contact sites","Vdac1","Pathway_Level2"
"1354","Mitophagy","Usp30","Pathway_Level2"
"1355","Autophagy","Rab24","Pathway_Level2"
"1356","Apoptosis","Bcl2l13","Pathway_Level2"
"1357","Mitochondrial central dogma","Dars2","Pathway_Level1"
"1358","mtDNA maintenance","Pif1","Pathway_Level2"
"1359","mtDNA replication","Twnk","Pathway_Level3"
"1360","mtRNA metabolism","Fastkd5","Pathway_Level2"
"1361","mtRNA granules","Mrps7","Pathway_Level3"
"1362","mt-tRNA modifications","Trit1","Pathway_Level3"
"1363","mt-rRNA modifications","Tfb1m","Pathway_Level3"
"1364","mtRNA stability and decay","Rnaseh1","Pathway_Level3"
"1365","Translation","Exd2","Pathway_Level2"
"1366","Mitochondrial ribosome","Mrpl18","Pathway_Level3"
"1367","Mitochondrial ribosome assembly","Mterf3","Pathway_Level3"
"1368","Translation factors","Timm21","Pathway_Level3"
"1369","mt-tRNA synthetases","Nars2","Pathway_Level3"
"1370","Protein import, sorting and homeostasis","Clpx","Pathway_Level1"
"1371","Protein import and sorting","Mtx2","Pathway_Level2"
"1372","Protein homeostasis","Dnlz","Pathway_Level2"
"1373","Proteases","Immp2l","Pathway_Level3"
"1374","Chaperones","Timm8a2","Pathway_Level3"
"1375","OXPHOS","Atp5k","Pathway_Level1"
"1376","OXPHOS subunits","Atp5md","Pathway_Level2"
"1377","OXPHOS assembly factors","Coa7","Pathway_Level2"
"1378","Complex I","mt-Nd6","Pathway_Level2"
"1379","CI subunits","Ndufa3","Pathway_Level3"
"1380","CI assembly factors","Ndufaf7","Pathway_Level3"
"1381","Complex III","Uqcrfs1","Pathway_Level2"
"1382","Complex IV","Cox16","Pathway_Level2"
"1383","CIV subunits","Cox7c","Pathway_Level3"
"1384","CIV assembly factors","Cox16","Pathway_Level3"
"1385","Complex V","Atp5md","Pathway_Level2"
"1386","CV subunits","Atp5md","Pathway_Level3"
"1387","Metabolism","Acad10","Pathway_Level1"
"1388","Carbohydrate metabolism","Dld","Pathway_Level2"
"1389","Pyruvate metabolism","Pdp1","Pathway_Level3"
"1390","TCA cycle","Sdha","Pathway_Level3"
"1391","TCA-associated","Slc25a1","Pathway_Level3"
"1392","Lipid metabolism","Acat1","Pathway_Level2"
"1393","Fatty acid oxidation","Acsf2","Pathway_Level3"
"1394","Cardiolipin synthesis","Tamm41","Pathway_Level3"
"1395","Cholesterol, bile acid, steroid synthesis","Tspo","Pathway_Level3"
"1396","Phospholipid metabolism","Prdx6","Pathway_Level3"
"1397","Amino acid metabolism","Aldh4a1","Pathway_Level2"
"1398","Branched-chain amino acid metabolism","Etfb","Pathway_Level3"
"1399","Lysine metabolism","Hadh","Pathway_Level3"
"1400","Glycine metabolism","Shmt2","Pathway_Level3"
"1401","Nucleotide metabolism","Hint1","Pathway_Level2"
"1402","Nucleotide synthesis and processing","Nt5dc2","Pathway_Level3"
"1403","Metals and cofactors","Coasy","Pathway_Level2"
"1404","Heme synthesis and processing","Hccs","Pathway_Level3"
"1405","Fe-S cluster biosynthesis","Hspa9","Pathway_Level3"
"1406","Fe-S-containing proteins","Glrx5","Pathway_Level3"
"1407","Vitamin metabolism","Etfa","Pathway_Level2"
"1408","Folate and 1-C metabolism","Mthfsl","Pathway_Level3"
"1409","Detoxification","Cbr3","Pathway_Level2"
"1410","Xenobiotic metabolism","Glyat","Pathway_Level3"
"1411","ROS and glutathione metabolism","Msrb3","Pathway_Level3"
"1412","Electron carriers","Prodh","Pathway_Level2"
"1413","Small molecule transport","Micu1","Pathway_Level1"
"1414","SLC25A family","Slc25a20","Pathway_Level2"
"1415","Signaling","Macrod1","Pathway_Level1"
"1416","Calcium homeostasis","Slc25a24","Pathway_Level2"
"1417","Mitochondrial dynamics and surveillance","Atp5md","Pathway_Level1"
"1418","Fission","Spire1","Pathway_Level2"
"1419","Mitophagy","Vps13d","Pathway_Level2"
"1420","Autophagy","Snap29","Pathway_Level2"
"1421","Apoptosis","Bcl2l2","Pathway_Level2"
"1422","Mitochondrial central dogma","Ddx28","Pathway_Level1"
"1423","mtDNA maintenance","Polb","Pathway_Level2"
"1424","mtRNA metabolism","Grsf1","Pathway_Level2"
"1425","mtRNA granules","Mrps9","Pathway_Level3"
"1426","mt-tRNA modifications","Trmt1","Pathway_Level3"
"1427","mt-rRNA modifications","Trit1","Pathway_Level3"
"1428","mtRNA stability and decay","Slirp","Pathway_Level3"
"1429","Translation","Fars2","Pathway_Level2"
"1430","Mitochondrial ribosome","Mrpl19","Pathway_Level3"
"1431","Mitochondrial ribosome assembly","Mterf4","Pathway_Level3"
"1432","Translation factors","Tsfm","Pathway_Level3"
"1433","mt-tRNA synthetases","Pars2","Pathway_Level3"
"1434","Protein import, sorting and homeostasis","Dnaja3","Pathway_Level1"
"1435","Protein import and sorting","Nrd1","Pathway_Level2"
"1436","Protein homeostasis","Fkbp10","Pathway_Level2"
"1437","Proteases","Lactb","Pathway_Level3"
"1438","Chaperones","Timm8b","Pathway_Level3"
"1439","OXPHOS","Atp5l","Pathway_Level1"
"1440","OXPHOS subunits","Atp5mpl","Pathway_Level2"
"1441","OXPHOS assembly factors","Coa8","Pathway_Level2"
"1442","Complex I","Ndufa1","Pathway_Level2"
"1443","CI subunits","Ndufa5","Pathway_Level3"
"1444","CI assembly factors","Ndufaf8","Pathway_Level3"
"1445","Complex III","Uqcrh","Pathway_Level2"
"1446","Complex IV","Cox17","Pathway_Level2"
"1447","CIV subunits","Cox8a","Pathway_Level3"
"1448","CIV assembly factors","Cox17","Pathway_Level3"
"1449","Complex V","Atp5mpl","Pathway_Level2"
"1450","CV subunits","Atp5mpl","Pathway_Level3"
"1451","Metabolism","Acad11","Pathway_Level1"
"1452","Carbohydrate metabolism","Dlst","Pathway_Level2"
"1453","Pyruvate metabolism","Pdp2","Pathway_Level3"
"1454","TCA cycle","Sdhb","Pathway_Level3"
"1455","TCA-associated","Slc25a11","Pathway_Level3"
"1456","Lipid metabolism","Acot10","Pathway_Level2"
"1457","Fatty acid oxidation","Acsl1","Pathway_Level3"
"1458","Cardiolipin synthesis","Taz","Pathway_Level3"
"1459","Phospholipid metabolism","Prelid1","Pathway_Level3"
"1460","Amino acid metabolism","Aldh5a1","Pathway_Level2"
"1461","Branched-chain amino acid metabolism","Etfdh","Pathway_Level3"
"1462","Lysine metabolism","Hadhb","Pathway_Level3"
"1463","Glycine metabolism","Slc25a38","Pathway_Level3"
"1464","Nucleotide metabolism","Nme3","Pathway_Level2"
"1465","Nucleotide synthesis and processing","Nt5m","Pathway_Level3"
"1466","Metals and cofactors","Coq10a","Pathway_Level2"
"1467","Heme synthesis and processing","Ppox","Pathway_Level3"
"1468","Fe-S cluster biosynthesis","Iba57","Pathway_Level3"
"1469","Fe-S-containing proteins","Isca1","Pathway_Level3"
"1470","Vitamin metabolism","Etfb","Pathway_Level2"
"1471","Folate and 1-C metabolism","Mto1","Pathway_Level3"
"1472","Detoxification","Cyb5b","Pathway_Level2"
"1473","Xenobiotic metabolism","Gstk1","Pathway_Level3"
"1474","ROS and glutathione metabolism","Nit1","Pathway_Level3"
"1475","Electron carriers","Prodh2","Pathway_Level2"
"1476","Small molecule transport","Micu2","Pathway_Level1"
"1477","SLC25A family","Slc25a21","Pathway_Level2"
"1478","Signaling","Mavs","Pathway_Level1"
"1479","Calcium homeostasis","Slc25a25","Pathway_Level2"
"1480","Mitochondrial dynamics and surveillance","Bad","Pathway_Level1"
"1481","Fission","Stx17","Pathway_Level2"
"1482","Autophagy","Stx17","Pathway_Level2"
"1483","Apoptosis","Bid","Pathway_Level2"
"1484","Mitochondrial central dogma","Dhx30","Pathway_Level1"
"1485","mtDNA maintenance","Poldip2","Pathway_Level2"
"1486","mtRNA metabolism","Gtpbp3","Pathway_Level2"
"1487","mtRNA granules","Mtpap","Pathway_Level3"
"1488","mt-tRNA modifications","Trmt10c","Pathway_Level3"
"1489","mt-rRNA modifications","Trmt2b","Pathway_Level3"
"1490","mtRNA stability and decay","Supv3l1","Pathway_Level3"
"1491","Translation","Fastkd2","Pathway_Level2"
"1492","Mitochondrial ribosome","Mrpl2","Pathway_Level3"
"1493","Mitochondrial ribosome assembly","Mtg1","Pathway_Level3"
"1494","Translation factors","Tufm","Pathway_Level3"
"1495","mt-tRNA synthetases","Qrsl1","Pathway_Level3"
"1496","Protein import, sorting and homeostasis","Dnajc11","Pathway_Level1"
"1497","Protein import and sorting","Oxa1l","Pathway_Level2"
"1498","Protein homeostasis","Hspd1","Pathway_Level2"
"1499","Proteases","Lap3","Pathway_Level3"
"1500","Chaperones","Timm9","Pathway_Level3"
"1501","OXPHOS","Atp5md","Pathway_Level1"
"1502","OXPHOS subunits","Atp5o","Pathway_Level2"
"1503","OXPHOS assembly factors","Cox10","Pathway_Level2"
"1504","Complex I","Ndufa10","Pathway_Level2"
"1505","CI subunits","Ndufa6","Pathway_Level3"
"1506","CI assembly factors","Nubpl","Pathway_Level3"
"1507","Complex III","Uqcrq","Pathway_Level2"
"1508","Complex IV","Cox18","Pathway_Level2"
"1509","CIV subunits","Cox8b","Pathway_Level3"
"1510","CIV assembly factors","Cox18","Pathway_Level3"
"1511","Complex V","Atp5o","Pathway_Level2"
"1512","CV subunits","Atp5o","Pathway_Level3"
"1513","Metabolism","Acad12","Pathway_Level1"
"1514","Carbohydrate metabolism","Fahd1","Pathway_Level2"
"1515","Pyruvate metabolism","Pdpr","Pathway_Level3"
"1516","TCA cycle","Sdhc","Pathway_Level3"
"1517","Lipid metabolism","Acot11","Pathway_Level2"
"1518","Fatty acid oxidation","Acsl6","Pathway_Level3"
"1519","Cardiolipin synthesis","Triap1","Pathway_Level3"
"1520","Phospholipid metabolism","Prelid3a","Pathway_Level3"
"1521","Amino acid metabolism","Aldh6a1","Pathway_Level2"
"1522","Branched-chain amino acid metabolism","Hadha","Pathway_Level3"
"1523","Lysine metabolism","Slc25a29","Pathway_Level3"
"1524","Nucleotide metabolism","Nme4","Pathway_Level2"
"1525","Nucleotide synthesis and processing","Nudt2","Pathway_Level3"
"1526","Metals and cofactors","Coq10b","Pathway_Level2"
"1527","Heme synthesis and processing","Slc25a38","Pathway_Level3"
"1528","Fe-S cluster biosynthesis","Isca1","Pathway_Level3"
"1529","Fe-S-containing proteins","Isca2","Pathway_Level3"
"1530","Vitamin metabolism","Etfdh","Pathway_Level2"
"1531","Folate and 1-C metabolism","Qdpr","Pathway_Level3"
"1532","Detoxification","Cyb5r3","Pathway_Level2"
"1533","Xenobiotic metabolism","Gstz1","Pathway_Level3"
"1534","ROS and glutathione metabolism","Oxr1","Pathway_Level3"
"1535","Electron carriers","Sqor","Pathway_Level2"
"1536","Small molecule transport","Micu3","Pathway_Level1"
"1537","SLC25A family","Slc25a22","Pathway_Level2"
"1538","Signaling","Mcrip2","Pathway_Level1"
"1539","Calcium homeostasis","Slc25a3","Pathway_Level2"
"1540","Mitochondrial dynamics and surveillance","Bak1","Pathway_Level1"
"1541","Autophagy","Tomm7","Pathway_Level2"
"1542","Apoptosis","Bik","Pathway_Level2"
"1543","Mitochondrial central dogma","Dna2","Pathway_Level1"
"1544","mtDNA maintenance","Polg","Pathway_Level2"
"1545","mtRNA metabolism","Hsd17b10","Pathway_Level2"
"1546","mtRNA granules","Noa1","Pathway_Level3"
"1547","mt-tRNA modifications","Trmt2b","Pathway_Level3"
"1548","mt-rRNA modifications","Trub2","Pathway_Level3"
"1549","mtRNA stability and decay","Tbrg4","Pathway_Level3"
"1550","Translation","Gadd45gip1","Pathway_Level2"
"1551","Mitochondrial ribosome","Mrpl20","Pathway_Level3"
"1552","Mitochondrial ribosome assembly","Mtg2","Pathway_Level3"
"1553","mt-tRNA synthetases","Rars2","Pathway_Level3"
"1554","Protein import, sorting and homeostasis","Dnajc15","Pathway_Level1"
"1555","Protein import and sorting","Pam16","Pathway_Level2"
"1556","Protein homeostasis","Hspe1","Pathway_Level2"
"1557","Proteases","Lonp1","Pathway_Level3"
"1558","Chaperones","Trap1","Pathway_Level3"
"1559","OXPHOS","Atp5mpl","Pathway_Level1"
"1560","OXPHOS subunits","Atp5pb","Pathway_Level2"
"1561","OXPHOS assembly factors","Cox11","Pathway_Level2"
"1562","Complex I","Ndufa11","Pathway_Level2"
"1563","CI subunits","Ndufa7","Pathway_Level3"
"1564","CI assembly factors","Timmdc1","Pathway_Level3"
"1565","Complex IV","Cox19","Pathway_Level2"
"1566","CIV subunits","Cox8c","Pathway_Level3"
"1567","CIV assembly factors","Cox19","Pathway_Level3"
"1568","Complex V","Atp5pb","Pathway_Level2"
"1569","CV subunits","Atp5pb","Pathway_Level3"
"1570","Metabolism","Acad8","Pathway_Level1"
"1571","Carbohydrate metabolism","Fh1","Pathway_Level2"
"1572","TCA cycle","Sdhd","Pathway_Level3"
"1573","Lipid metabolism","Acot13","Pathway_Level2"
"1574","Fatty acid oxidation","Acsm1","Pathway_Level3"
"1575","Phospholipid metabolism","Prelid3b","Pathway_Level3"
"1576","Amino acid metabolism","Aldh7a1","Pathway_Level2"
"1577","Branched-chain amino acid metabolism","Hibadh","Pathway_Level3"
"1578","Nucleotide metabolism","Nme6","Pathway_Level2"
"1579","Nucleotide synthesis and processing","Nudt5","Pathway_Level3"
"1580","Metals and cofactors","Coq2","Pathway_Level2"
"1581","Fe-S cluster biosynthesis","Isca2","Pathway_Level3"
"1582","Fe-S-containing proteins","Iscu","Pathway_Level3"
"1583","Vitamin metabolism","Fdx1","Pathway_Level2"
"1584","Folate and 1-C metabolism","Sardh","Pathway_Level3"
"1585","Detoxification","Dhrs2","Pathway_Level2"
"1586","Xenobiotic metabolism","Maoa","Pathway_Level3"
"1587","ROS and glutathione metabolism","Prdx2","Pathway_Level3"
"1588","Small molecule transport","Mpc1","Pathway_Level1"
"1589","SLC25A family","Slc25a23","Pathway_Level2"
"1590","Signaling","Mcu","Pathway_Level1"
"1591","Calcium homeostasis","Slc25a31","Pathway_Level2"
"1592","Mitochondrial dynamics and surveillance","Bax","Pathway_Level1"
"1593","Autophagy","Usp30","Pathway_Level2"
"1594","Apoptosis","Bnip3","Pathway_Level2"
"1595","Mitochondrial central dogma","Dus2","Pathway_Level1"
"1596","mtDNA maintenance","Polg2","Pathway_Level2"
"1597","mtRNA metabolism","Lactb2","Pathway_Level2"
"1598","mtRNA granules","Prorp","Pathway_Level3"
"1599","mt-tRNA modifications","Trmt5","Pathway_Level3"
"1600","Translation","Gars","Pathway_Level2"
"1601","Mitochondrial ribosome","Mrpl21","Pathway_Level3"
"1602","Mitochondrial ribosome assembly","Ngrn","Pathway_Level3"
"1603","mt-tRNA synthetases","Sars2","Pathway_Level3"
"1604","Protein import, sorting and homeostasis","Dnajc19","Pathway_Level1"
"1605","Protein import and sorting","Pmpca","Pathway_Level2"
"1606","Protein homeostasis","Htra2","Pathway_Level2"
"1607","Proteases","Metap1d","Pathway_Level3"
"1608","OXPHOS","Atp5o","Pathway_Level1"
"1609","OXPHOS subunits","Atpif1","Pathway_Level2"
"1610","OXPHOS assembly factors","Cox14","Pathway_Level2"
"1611","Complex I","Ndufa12","Pathway_Level2"
"1612","CI subunits","Ndufa8","Pathway_Level3"
"1613","CI assembly factors","Tmem126a","Pathway_Level3"
"1614","Complex IV","Cox20","Pathway_Level2"
"1615","CIV subunits","mt-Co1","Pathway_Level3"
"1616","CIV assembly factors","Cox20","Pathway_Level3"
"1617","Complex V","Atpaf1","Pathway_Level2"
"1618","CV subunits","Atpif1","Pathway_Level3"
"1619","Metabolism","Acadl","Pathway_Level1"
"1620","Carbohydrate metabolism","Glyctk","Pathway_Level2"
"1621","TCA cycle","Sucla2","Pathway_Level3"
"1622","Lipid metabolism","Acot2","Pathway_Level2"
"1623","Fatty acid oxidation","Acsm2","Pathway_Level3"
"1624","Phospholipid metabolism","Ptpmt1","Pathway_Level3"
"1625","Amino acid metabolism","Aldh9a1","Pathway_Level2"
"1626","Branched-chain amino acid metabolism","Hibch","Pathway_Level3"
"1627","Nucleotide metabolism","Nt5dc2","Pathway_Level2"
"1628","Nucleotide synthesis and processing","Nudt9","Pathway_Level3"
"1629","Metals and cofactors","Coq3","Pathway_Level2"
"1630","Fe-S cluster biosynthesis","Iscu","Pathway_Level3"
"1631","Fe-S-containing proteins","Lias","Pathway_Level3"
"1632","Vitamin metabolism","Fdxr","Pathway_Level2"
"1633","Folate and 1-C metabolism","Sfxn1","Pathway_Level3"
"1634","Detoxification","Ephx2","Pathway_Level2"
"1635","Xenobiotic metabolism","Maob","Pathway_Level3"
"1636","ROS and glutathione metabolism","Prdx3","Pathway_Level3"
"1637","Small molecule transport","Mpc2","Pathway_Level1"
"1638","SLC25A family","Slc25a24","Pathway_Level2"
"1639","Signaling","Mcub","Pathway_Level1"
"1640","Calcium homeostasis","Slc25a4","Pathway_Level2"
"1641","Mitochondrial dynamics and surveillance","Bbc3","Pathway_Level1"
"1642","Autophagy","Vps13d","Pathway_Level2"
"1643","Apoptosis","Bnip3l","Pathway_Level2"
"1644","Mitochondrial central dogma","Ears2","Pathway_Level1"
"1645","mtDNA maintenance","Polq","Pathway_Level2"
"1646","mtRNA metabolism","Lrpprc","Pathway_Level2"
"1647","mtRNA granules","Ptcd1","Pathway_Level3"
"1648","mt-tRNA modifications","Trmu","Pathway_Level3"
"1649","Translation","Gatb","Pathway_Level2"
"1650","Mitochondrial ribosome","Mrpl22","Pathway_Level3"
"1651","Mitochondrial ribosome assembly","Noa1","Pathway_Level3"
"1652","mt-tRNA synthetases","Tars2","Pathway_Level3"
"1653","Protein import, sorting and homeostasis","Dnajc4","Pathway_Level1"
"1654","Protein import and sorting","Pmpcb","Pathway_Level2"
"1655","Protein homeostasis","Ide","Pathway_Level2"
"1656","Proteases","Mipep","Pathway_Level3"
"1657","OXPHOS","Atp5pb","Pathway_Level1"
"1658","OXPHOS subunits","Cox4i1","Pathway_Level2"
"1659","OXPHOS assembly factors","Cox15","Pathway_Level2"
"1660","Complex I","Ndufa13","Pathway_Level2"
"1661","CI subunits","Ndufa9","Pathway_Level3"
"1662","CI assembly factors","Tmem126b","Pathway_Level3"
"1663","Complex IV","Cox4i1","Pathway_Level2"
"1664","CIV subunits","mt-Co2","Pathway_Level3"
"1665","CIV assembly factors","Higd1a","Pathway_Level3"
"1666","Complex V","Atpaf2","Pathway_Level2"
"1667","CV subunits","Dmac2l","Pathway_Level3"
"1668","Metabolism","Acadm","Pathway_Level1"
"1669","Carbohydrate metabolism","Gm4984","Pathway_Level2"
"1670","TCA cycle","Suclg1","Pathway_Level3"
"1671","Lipid metabolism","Acot7","Pathway_Level2"
"1672","Fatty acid oxidation","Acsm3","Pathway_Level3"
"1673","Phospholipid metabolism","Serac1","Pathway_Level3"
"1674","Amino acid metabolism","Amt","Pathway_Level2"
"1675","Branched-chain amino acid metabolism","Hmgcl","Pathway_Level3"
"1676","Nucleotide metabolism","Nt5m","Pathway_Level2"
"1677","Nucleotide synthesis and processing","Paics","Pathway_Level3"
"1678","Metals and cofactors","Coq4","Pathway_Level2"
"1679","Fe-S cluster biosynthesis","Lyrm4","Pathway_Level3"
"1680","Fe-S-containing proteins","Ndufs1","Pathway_Level3"
"1681","Vitamin metabolism","Flad1","Pathway_Level2"
"1682","Folate and 1-C metabolism","Sfxn3","Pathway_Level3"
"1683","Detoxification","Glrx2","Pathway_Level2"
"1684","Xenobiotic metabolism","Mgst1","Pathway_Level3"
"1685","ROS and glutathione metabolism","Prdx4","Pathway_Level3"
"1686","Small molecule transport","Mpv17","Pathway_Level1"
