"","Pathway","Gene","Level"
"1431","mt-rRNA modifications","TRIT1","Pathway_Level3"
"1432","mtRNA stability and decay","SLIRP","Pathway_Level3"
"1433","Translation","FARS2","Pathway_Level2"
"1434","Mitochondrial ribosome","MRPL19","Pathway_Level3"
"1435","Mitochondrial ribosome assembly","MTG1","Pathway_Level3"
"1436","Translation factors","TSFM","Pathway_Level3"
"1437","mt-tRNA synthetases","PARS2","Pathway_Level3"
"1438","Protein import, sorting and homeostasis","DNAJC11","Pathway_Level1"
"1439","Protein import and sorting","NRDC","Pathway_Level2"
"1440","Protein homeostasis","HSPD1","Pathway_Level2"
"1441","Proteases","LAP3","Pathway_Level3"
"1442","Chaperones","TIMM9","Pathway_Level3"
"1443","OXPHOS","ATP5MG","Pathway_Level1"
"1444","OXPHOS subunits","ATP5PB","Pathway_Level2"
"1445","OXPHOS assembly factors","COA7","Pathway_Level2"
"1446","Complex I","MT-ND6","Pathway_Level2"
"1447","CI subunits","NDUFA5","Pathway_Level3"
"1448","CI assembly factors","NDUFAF7","Pathway_Level3"
"1449","Complex III","UQCRH","Pathway_Level2"
"1450","Complex IV","COX16","Pathway_Level2"
"1451","CIV subunits","COX7C","Pathway_Level3"
"1452","CIV assembly factors","COX16","Pathway_Level3"
"1453","Complex V","ATP5PB","Pathway_Level2"
"1454","CV subunits","ATP5PB","Pathway_Level3"
"1455","Metabolism","ACAD8","Pathway_Level1"
"1456","Carbohydrate metabolism","DLST","Pathway_Level2"
"1457","Pyruvate metabolism","PDP2","Pathway_Level3"
"1458","TCA cycle","SDHB","Pathway_Level3"
"1459","TCA-associated","SLC25A11","Pathway_Level3"
"1460","Lipid metabolism","ACOT2","Pathway_Level2"
"1461","Fatty acid oxidation","ACSM1","Pathway_Level3"
"1462","Cardiolipin synthesis","TAZ","Pathway_Level3"
"1463","Phospholipid metabolism","PRELID3A","Pathway_Level3"
"1464","Amino acid metabolism","ALDH5A1","Pathway_Level2"
"1465","Branched-chain amino acid metabolism","ETFDH","Pathway_Level3"
"1466","Lysine metabolism","HADHB","Pathway_Level3"
"1467","Glycine metabolism","SLC25A38","Pathway_Level3"
"1468","Nucleotide metabolism","GUK1","Pathway_Level2"
"1469","Nucleotide synthesis and processing","NT5DC2","Pathway_Level3"
"1470","Metals and cofactors","COQ10A","Pathway_Level2"
"1471","Heme synthesis and processing","PPOX","Pathway_Level3"
"1472","Fe-S cluster biosynthesis","IBA57","Pathway_Level3"
"1473","Fe-S-containing proteins","ISCA1","Pathway_Level3"
"1474","Vitamin metabolism","ETFB","Pathway_Level2"
"1475","Folate and 1-C metabolism","QDPR","Pathway_Level3"
"1476","Detoxification","CYB5B","Pathway_Level2"
"1477","Xenobiotic metabolism","GSTK1","Pathway_Level3"
"1478","ROS and glutathione metabolism","NIT1","Pathway_Level3"
"1479","Electron carriers","SQOR","Pathway_Level2"
"1480","Small molecule transport","MICU3","Pathway_Level1"
"1481","SLC25A family","SLC25A22","Pathway_Level2"
"1482","Signaling","MAVS","Pathway_Level1"
"1483","Calcium homeostasis","SLC25A25","Pathway_Level2"
"1484","Mitochondrial dynamics and surveillance","ATP5MG","Pathway_Level1"
"1485","Fission","STX17","Pathway_Level2"
"1486","Autophagy","STX17","Pathway_Level2"
"1487","Apoptosis","BID","Pathway_Level2"
"1488","Mitochondrial central dogma","DDX28","Pathway_Level1"
"1489","mtDNA maintenance","POLDIP2","Pathway_Level2"
"1490","mtRNA metabolism","GTPBP3","Pathway_Level2"
"1491","mtRNA granules","MTPAP","Pathway_Level3"
"1492","mt-tRNA modifications","TRMT10C","Pathway_Level3"
"1493","mt-rRNA modifications","TRMT2B","Pathway_Level3"
"1494","mtRNA stability and decay","SUPV3L1","Pathway_Level3"
"1495","Translation","FASTKD2","Pathway_Level2"
"1496","Mitochondrial ribosome","MRPL2","Pathway_Level3"
"1497","Mitochondrial ribosome assembly","MTG2","Pathway_Level3"
"1498","Translation factors","TUFM","Pathway_Level3"
"1499","mt-tRNA synthetases","QRSL1","Pathway_Level3"
"1500","Protein import, sorting and homeostasis","DNAJC15","Pathway_Level1"
"1501","Protein import and sorting","OXA1L","Pathway_Level2"
"1502","Protein homeostasis","HSPE1","Pathway_Level2"
"1503","Proteases","LONP1","Pathway_Level3"
"1504","Chaperones","TRAP1","Pathway_Level3"
"1505","OXPHOS","ATP5MPL","Pathway_Level1"
"1506","OXPHOS subunits","ATP5PD","Pathway_Level2"
"1507","OXPHOS assembly factors","COA8","Pathway_Level2"
"1508","Complex I","NDUFA1","Pathway_Level2"
"1509","CI subunits","NDUFA6","Pathway_Level3"
"1510","CI assembly factors","NDUFAF8","Pathway_Level3"
"1511","Complex III","UQCRQ","Pathway_Level2"
"1512","Complex IV","COX17","Pathway_Level2"
"1513","CIV subunits","COX8A","Pathway_Level3"
"1514","CIV assembly factors","COX17","Pathway_Level3"
"1515","Complex V","ATP5PD","Pathway_Level2"
"1516","CV subunits","ATP5PD","Pathway_Level3"
"1517","Metabolism","ACADL","Pathway_Level1"
"1518","Carbohydrate metabolism","FAHD1","Pathway_Level2"
"1519","Pyruvate metabolism","PDPR","Pathway_Level3"
"1520","TCA cycle","SDHC","Pathway_Level3"
"1521","Lipid metabolism","ACOT7","Pathway_Level2"
"1522","Fatty acid oxidation","ACSM2A","Pathway_Level3"
"1523","Cardiolipin synthesis","TRIAP1","Pathway_Level3"
"1524","Phospholipid metabolism","PRELID3B","Pathway_Level3"
"1525","Amino acid metabolism","ALDH6A1","Pathway_Level2"
"1526","Branched-chain amino acid metabolism","HADHA","Pathway_Level3"
"1527","Lysine metabolism","SLC25A29","Pathway_Level3"
"1528","Nucleotide metabolism","HINT1","Pathway_Level2"
"1529","Nucleotide synthesis and processing","NT5M","Pathway_Level3"
"1530","Metals and cofactors","COQ10B","Pathway_Level2"
"1531","Heme synthesis and processing","SLC25A38","Pathway_Level3"
"1532","Fe-S cluster biosynthesis","ISCA1","Pathway_Level3"
"1533","Fe-S-containing proteins","ISCA2","Pathway_Level3"
"1534","Vitamin metabolism","ETFDH","Pathway_Level2"
"1535","Folate and 1-C metabolism","SARDH","Pathway_Level3"
"1536","Detoxification","CYB5R3","Pathway_Level2"
"1537","Xenobiotic metabolism","GSTZ1","Pathway_Level3"
"1538","ROS and glutathione metabolism","OXR1","Pathway_Level3"
"1539","Small molecule transport","MPC1","Pathway_Level1"
"1540","SLC25A family","SLC25A23","Pathway_Level2"
"1541","Signaling","MCRIP2","Pathway_Level1"
"1542","Calcium homeostasis","SLC25A3","Pathway_Level2"
"1543","Mitochondrial dynamics and surveillance","BAD","Pathway_Level1"
"1544","Autophagy","TOMM7","Pathway_Level2"
"1545","Apoptosis","BIK","Pathway_Level2"
"1546","Mitochondrial central dogma","DHX30","Pathway_Level1"
"1547","mtDNA maintenance","POLG","Pathway_Level2"
"1548","mtRNA metabolism","HSD17B10","Pathway_Level2"
"1549","mtRNA granules","NOA1","Pathway_Level3"
"1550","mt-tRNA modifications","TRMT2B","Pathway_Level3"
"1551","mt-rRNA modifications","TRMT61B","Pathway_Level3"
"1552","mtRNA stability and decay","TBRG4","Pathway_Level3"
"1553","Translation","GADD45GIP1","Pathway_Level2"
"1554","Mitochondrial ribosome","MRPL20","Pathway_Level3"
"1555","Mitochondrial ribosome assembly","NGRN","Pathway_Level3"
"1556","mt-tRNA synthetases","RARS2","Pathway_Level3"
"1557","Protein import, sorting and homeostasis","DNAJC19","Pathway_Level1"
"1558","Protein import and sorting","PAM16","Pathway_Level2"
"1559","Protein homeostasis","HTRA2","Pathway_Level2"
"1560","Proteases","METAP1D","Pathway_Level3"
"1561","OXPHOS","ATP5PB","Pathway_Level1"
"1562","OXPHOS subunits","ATP5PF","Pathway_Level2"
"1563","OXPHOS assembly factors","COX10","Pathway_Level2"
"1564","Complex I","NDUFA10","Pathway_Level2"
"1565","CI subunits","NDUFA7","Pathway_Level3"
"1566","CI assembly factors","NUBPL","Pathway_Level3"
"1567","Complex IV","COX18","Pathway_Level2"
"1568","CIV subunits","COX8C","Pathway_Level3"
"1569","CIV assembly factors","COX18","Pathway_Level3"
"1570","Complex V","ATP5PF","Pathway_Level2"
"1571","CV subunits","ATP5PF","Pathway_Level3"
"1572","Metabolism","ACADM","Pathway_Level1"
"1573","Carbohydrate metabolism","FH","Pathway_Level2"
"1574","TCA cycle","SDHD","Pathway_Level3"
"1575","Lipid metabolism","ACOT9","Pathway_Level2"
"1576","Fatty acid oxidation","ACSM2B","Pathway_Level3"
"1577","Phospholipid metabolism","PTPMT1","Pathway_Level3"
"1578","Amino acid metabolism","ALDH7A1","Pathway_Level2"
"1579","Branched-chain amino acid metabolism","HIBADH","Pathway_Level3"
"1580","Nucleotide metabolism","NME3","Pathway_Level2"
"1581","Nucleotide synthesis and processing","NUDT2","Pathway_Level3"
"1582","Metals and cofactors","COQ2","Pathway_Level2"
"1583","Fe-S cluster biosynthesis","ISCA2","Pathway_Level3"
"1584","Fe-S-containing proteins","ISCU","Pathway_Level3"
"1585","Vitamin metabolism","FDX1","Pathway_Level2"
"1586","Folate and 1-C metabolism","SFXN1","Pathway_Level3"
"1587","Detoxification","DHRS2","Pathway_Level2"
"1588","Xenobiotic metabolism","MAOA","Pathway_Level3"
"1589","ROS and glutathione metabolism","PRDX2","Pathway_Level3"
"1590","Small molecule transport","MPC1L","Pathway_Level1"
"1591","SLC25A family","SLC25A24","Pathway_Level2"
"1592","Signaling","MCU","Pathway_Level1"
"1593","Calcium homeostasis","SLC25A31","Pathway_Level2"
"1594","Mitochondrial dynamics and surveillance","BAK1","Pathway_Level1"
"1595","Autophagy","USP30","Pathway_Level2"
"1596","Apoptosis","BNIP3","Pathway_Level2"
"1597","Mitochondrial central dogma","DNA2","Pathway_Level1"
"1598","mtDNA maintenance","POLG2","Pathway_Level2"
"1599","mtRNA metabolism","LACTB2","Pathway_Level2"
"1600","mtRNA granules","PRORP","Pathway_Level3"
"1601","mt-tRNA modifications","TRMT5","Pathway_Level3"
"1602","mt-rRNA modifications","TRUB2","Pathway_Level3"
"1603","Translation","GARS1","Pathway_Level2"
"1604","Mitochondrial ribosome","MRPL21","Pathway_Level3"
"1605","Mitochondrial ribosome assembly","NOA1","Pathway_Level3"
"1606","mt-tRNA synthetases","SARS2","Pathway_Level3"
"1607","Protein import, sorting and homeostasis","DNAJC4","Pathway_Level1"
"1608","Protein import and sorting","PMPCA","Pathway_Level2"
"1609","Protein homeostasis","IDE","Pathway_Level2"
"1610","Proteases","MIPEP","Pathway_Level3"
"1611","OXPHOS","ATP5PD","Pathway_Level1"
"1612","OXPHOS subunits","ATP5PO","Pathway_Level2"
"1613","OXPHOS assembly factors","COX11","Pathway_Level2"
"1614","Complex I","NDUFA11","Pathway_Level2"
"1615","CI subunits","NDUFA8","Pathway_Level3"
"1616","CI assembly factors","TIMMDC1","Pathway_Level3"
"1617","Complex IV","COX19","Pathway_Level2"
"1618","CIV subunits","MT-CO1","Pathway_Level3"
"1619","CIV assembly factors","COX19","Pathway_Level3"
"1620","Complex V","ATP5PO","Pathway_Level2"
"1621","CV subunits","ATP5PO","Pathway_Level3"
"1622","Metabolism","ACADS","Pathway_Level1"
"1623","Carbohydrate metabolism","GLYCTK","Pathway_Level2"
"1624","TCA cycle","SUCLA2","Pathway_Level3"
"1625","Lipid metabolism","ACP6","Pathway_Level2"
"1626","Fatty acid oxidation","ACSM3","Pathway_Level3"
"1627","Phospholipid metabolism","SERAC1","Pathway_Level3"
"1628","Amino acid metabolism","ALDH9A1","Pathway_Level2"
"1629","Branched-chain amino acid metabolism","HIBCH","Pathway_Level3"
"1630","Nucleotide metabolism","NME4","Pathway_Level2"
"1631","Nucleotide synthesis and processing","NUDT5","Pathway_Level3"
"1632","Metals and cofactors","COQ3","Pathway_Level2"
"1633","Fe-S cluster biosynthesis","ISCU","Pathway_Level3"
"1634","Fe-S-containing proteins","LIAS","Pathway_Level3"
"1635","Vitamin metabolism","FDXR","Pathway_Level2"
"1636","Folate and 1-C metabolism","SFXN3","Pathway_Level3"
"1637","Detoxification","EPHX2","Pathway_Level2"
"1638","Xenobiotic metabolism","MAOB","Pathway_Level3"
"1639","ROS and glutathione metabolism","PRDX3","Pathway_Level3"
"1640","Small molecule transport","MPC2","Pathway_Level1"
"1641","SLC25A family","SLC25A25","Pathway_Level2"
"1642","Signaling","MCUB","Pathway_Level1"
"1643","Calcium homeostasis","SLC25A4","Pathway_Level2"
"1644","Mitochondrial dynamics and surveillance","BAX","Pathway_Level1"
"1645","Autophagy","VPS13D","Pathway_Level2"
"1646","Apoptosis","BNIP3L","Pathway_Level2"
"1647","Mitochondrial central dogma","DUS2","Pathway_Level1"
"1648","mtDNA maintenance","POLQ","Pathway_Level2"
"1649","mtRNA metabolism","LRPPRC","Pathway_Level2"
"1650","mtRNA granules","PTCD1","Pathway_Level3"
"1651","mt-tRNA modifications","TRMT61B","Pathway_Level3"
"1652","Translation","GATB","Pathway_Level2"
"1653","Mitochondrial ribosome","MRPL22","Pathway_Level3"
"1654","Mitochondrial ribosome assembly","NSUN4","Pathway_Level3"
"1655","mt-tRNA synthetases","TARS2","Pathway_Level3"
"1656","Protein import, sorting and homeostasis","DNLZ","Pathway_Level1"
"1657","Protein import and sorting","PMPCB","Pathway_Level2"
"1658","Protein homeostasis","IMMP1L","Pathway_Level2"
"1659","Proteases","NLN","Pathway_Level3"
"1660","OXPHOS","ATP5PF","Pathway_Level1"
"1661","OXPHOS subunits","COX4I1","Pathway_Level2"
"1662","OXPHOS assembly factors","COX14","Pathway_Level2"
"1663","Complex I","NDUFA12","Pathway_Level2"
"1664","CI subunits","NDUFA9","Pathway_Level3"
"1665","CI assembly factors","TMEM126A","Pathway_Level3"
"1666","Complex IV","COX20","Pathway_Level2"
"1667","CIV subunits","MT-CO2","Pathway_Level3"
"1668","CIV assembly factors","COX20","Pathway_Level3"
"1669","Complex V","ATPAF1","Pathway_Level2"
"1670","CV subunits","DMAC2L","Pathway_Level3"
"1671","Metabolism","ACADSB","Pathway_Level1"
"1672","Carbohydrate metabolism","GOT2","Pathway_Level2"
"1673","TCA cycle","SUCLG1","Pathway_Level3"
"1674","Lipid metabolism","ACSF2","Pathway_Level2"
"1675","Fatty acid oxidation","ACSM4","Pathway_Level3"
"1676","Phospholipid metabolism","SPHK2","Pathway_Level3"
"1677","Amino acid metabolism","AMT","Pathway_Level2"
"1678","Branched-chain amino acid metabolism","HMGCL","Pathway_Level3"
"1679","Nucleotide metabolism","NME6","Pathway_Level2"
"1680","Nucleotide synthesis and processing","NUDT9","Pathway_Level3"
"1681","Metals and cofactors","COQ4","Pathway_Level2"
"1682","Fe-S cluster biosynthesis","LYRM4","Pathway_Level3"
"1683","Fe-S-containing proteins","NDUFS1","Pathway_Level3"
"1684","Vitamin metabolism","FLAD1","Pathway_Level2"
"1685","Folate and 1-C metabolism","SHMT2","Pathway_Level3"
"1686","Detoxification","GLRX2","Pathway_Level2"
"1687","Xenobiotic metabolism","MGST1","Pathway_Level3"
"1688","ROS and glutathione metabolism","PRDX4","Pathway_Level3"
"1689","Small molecule transport","MPV17","Pathway_Level1"
"1690","SLC25A family","SLC25A26","Pathway_Level2"
"1691","Signaling","MICU1","Pathway_Level1"
"1692","Calcium homeostasis","SLC25A5","Pathway_Level2"
"1693","Mitochondrial dynamics and surveillance","BBC3","Pathway_Level1"
"1694","Apoptosis","BOK","Pathway_Level2"
"1695","Mitochondrial central dogma","EARS2","Pathway_Level1"
"1696","mtDNA maintenance","POLRMT","Pathway_Level2"
"1697","mtRNA metabolism","METTL15","Pathway_Level2"
"1698","mtRNA granules","PTCD2","Pathway_Level3"
"1699","mt-tRNA modifications","TRMU","Pathway_Level3"
"1700","Translation","GATC","Pathway_Level2"
"1701","Mitochondrial ribosome","MRPL23","Pathway_Level3"
"1702","Mitochondrial ribosome assembly","PTCD3","Pathway_Level3"
"1703","mt-tRNA synthetases","VARS2","Pathway_Level3"
"1704","Protein import, sorting and homeostasis","FKBP10","Pathway_Level1"
"1705","Protein import and sorting","ROMO1","Pathway_Level2"
"1706","Protein homeostasis","IMMP2L","Pathway_Level2"
"1707","Proteases","OMA1","Pathway_Level3"
"1708","OXPHOS","ATP5PO","Pathway_Level1"
"1709","OXPHOS subunits","COX4I2","Pathway_Level2"
"1710","OXPHOS assembly factors","COX15","Pathway_Level2"
"1711","Complex I","NDUFA13","Pathway_Level2"
"1712","CI subunits","NDUFAB1","Pathway_Level3"
"1713","CI assembly factors","TMEM126B","Pathway_Level3"
"1714","Complex IV","COX4I1","Pathway_Level2"
"1715","CIV subunits","MT-CO3","Pathway_Level3"
"1716","CIV assembly factors","HIGD1A","Pathway_Level3"
"1717","Complex V","ATPAF2","Pathway_Level2"
"1718","CV subunits","MT-ATP6","Pathway_Level3"
"1719","Metabolism","ACADVL","Pathway_Level1"
"1720","Carbohydrate metabolism","GPD2","Pathway_Level2"
"1721","TCA cycle","SUCLG2","Pathway_Level3"
"1722","Lipid metabolism","ACSF3","Pathway_Level2"
"1723","Fatty acid oxidation","ACSM5","Pathway_Level3"
"1724","Phospholipid metabolism","SPTLC2","Pathway_Level3"
"1725","Amino acid metabolism","ARG2","Pathway_Level2"
"1726","Branched-chain amino acid metabolism","HSD17B10","Pathway_Level3"
"1727","Nucleotide metabolism","NT5DC2","Pathway_Level2"
"1728","Nucleotide synthesis and processing","PAICS","Pathway_Level3"
"1729","Metals and cofactors","COQ5","Pathway_Level2"
"1730","Fe-S cluster biosynthesis","NDUFAB1","Pathway_Level3"
"1731","Fe-S-containing proteins","NDUFS2","Pathway_Level3"
"1732","Vitamin metabolism","FPGS","Pathway_Level2"
"1733","Folate and 1-C metabolism","SLC25A32","Pathway_Level3"
"1734","Detoxification","GLYAT","Pathway_Level2"
"1735","Xenobiotic metabolism","MPST","Pathway_Level3"
"1736","ROS and glutathione metabolism","PRDX5","Pathway_Level3"
"1737","Small molecule transport","MPV17L","Pathway_Level1"
"1738","SLC25A family","SLC25A27","Pathway_Level2"
"1739","Signaling","MICU2","Pathway_Level1"
"1740","Calcium homeostasis","SLC25A6","Pathway_Level2"
"1741","Mitochondrial dynamics and surveillance","BCL2","Pathway_Level1"
"1742","Apoptosis","CASP3","Pathway_Level2"
"1743","Mitochondrial central dogma","ELAC2","Pathway_Level1"
"1744","mtDNA maintenance","PPA2","Pathway_Level2"
"1745","mtRNA metabolism","METTL17","Pathway_Level2"
"1746","mtRNA granules","PUS1","Pathway_Level3"
"1747","mt-tRNA modifications","TRNT1","Pathway_Level3"
"1748","Translation","GFM1","Pathway_Level2"
"1749","Mitochondrial ribosome","MRPL24","Pathway_Level3"
"1750","Mitochondrial ribosome assembly","RBFA","Pathway_Level3"
"1751","mt-tRNA synthetases","WARS2","Pathway_Level3"
"1752","Protein import, sorting and homeostasis","GFER","Pathway_Level1"
"1753","Protein import and sorting","SAMM50","Pathway_Level2"
"1754","Protein homeostasis","LACTB","Pathway_Level2"
"1755","Proteases","PARL","Pathway_Level3"
"1756","OXPHOS","ATPAF1","Pathway_Level1"
"1757","OXPHOS subunits","COX5A","Pathway_Level2"
"1758","OXPHOS assembly factors","COX16","Pathway_Level2"
"1759","Complex I","NDUFA2","Pathway_Level2"
"1760","CI subunits","NDUFB1","Pathway_Level3"
"1761","CI assembly factors","TMEM186","Pathway_Level3"
"1762","Complex IV","COX4I2","Pathway_Level2"
"1763","CIV subunits","NDUFA4","Pathway_Level3"
"1764","CIV assembly factors","PET100","Pathway_Level3"
"1765","Complex V","ATPSCKMT","Pathway_Level2"
"1766","CV subunits","MT-ATP8","Pathway_Level3"
"1767","Metabolism","ACAT1","Pathway_Level1"
"1768","Carbohydrate metabolism","HADHB","Pathway_Level2"
"1769","Lipid metabolism","ACSL1","Pathway_Level2"
"1770","Fatty acid oxidation","ACSS1","Pathway_Level3"
"1771","Phospholipid metabolism","STARD7","Pathway_Level3"
"1772","Amino acid metabolism","AUH","Pathway_Level2"
"1773","Branched-chain amino acid metabolism","IVD","Pathway_Level3"
"1774","Nucleotide metabolism","NT5M","Pathway_Level2"
"1775","Nucleotide synthesis and processing","SUCLA2","Pathway_Level3"
"1776","Metals and cofactors","COQ6","Pathway_Level2"
"1777","Fe-S cluster biosynthesis","NFS1","Pathway_Level3"
"1778","Fe-S-containing proteins","NDUFS7","Pathway_Level3"
"1779","Vitamin metabolism","GLRX2","Pathway_Level2"
"1780","Folate and 1-C metabolism","SLC25A38","Pathway_Level3"
"1781","Detoxification","GPX1","Pathway_Level2"
"1782","Xenobiotic metabolism","MTARC1","Pathway_Level3"
