Tissue,Group,Pathway,score
Gallbladder,Digestive,Mitochondrial ribosome,19.940963855421685
Gallbladder,Digestive,Mitophagy,45.792857142857144
Gallbladder,Digestive,Autophagy,40.00555555555556
Gallbladder,Digestive,GABA metabolism,18.02857142857143
Gallbladder,Digestive,Proline metabolism,21.983333333333334
Gallbladder,Digestive,Gluconeogenesis,18.433333333333334
Gallbladder,Digestive,TCA-associated,14.593333333333334
Gallbladder,Digestive,TCA cycle,35.81
Gallbladder,Digestive,Fission,15.219999999999999
Gallbladder,Digestive,Cholesterol-associated,31.150000000000002
Gallbladder,Digestive,Coenzyme A metabolism,7.4799999999999995
Gallbladder,Digestive,Catechol metabolism,31.8
Gallbladder,Digestive,cAMP-PKA signaling,11.033333333333333
Gallbladder,Digestive,"Cholesterol, bile acid, steroid synthesis",21.585714285714285
Gallbladder,Digestive,Branched-chain amino acid metabolism,22.683999999999997
Gallbladder,Digestive,Selenoproteins,71.44
Gallbladder,Digestive,Complex II,35.112500000000004
Gallbladder,Digestive,CII subunits,58.25
Gallbladder,Digestive,Ketone metabolism,23.6
Gallbladder,Digestive,TIM23 presequence pathway,24.1
Gallbladder,Digestive,Translation factors,19.36875
Gallbladder,Digestive,Copper metabolism,33.98571428571429
Gallbladder,Digestive,mtRNA stability and decay,16.764705882352942
Gallbladder,Digestive,Biotin utilizing proteins,8.48
Gallbladder,Digestive,Chaperones,30.76875
Gallbladder,Digestive,Branched-chain amino acid dehydrogenase complex,17.65
Gallbladder,Digestive,Coenzyme Q metabolism,11.684615384615384
Gallbladder,Digestive,Immune response,81.67999999999999
Gallbladder,Digestive,NAD biosynthesis and metabolism,9.228571428571428
Gallbladder,Digestive,Glycine cleavage system,16.825000000000003
Gallbladder,Digestive,Complex V,417.0884615384615
Gallbladder,Digestive,CV subunits,513.8999999999999
Gallbladder,Digestive,Transcription,7.7
Gallbladder,Digestive,Amidoxime reducing complex,53.125
Gallbladder,Digestive,SAM,19.166666666666668
Gallbladder,Digestive,Respirasome assembly,55.775
Gallbladder,Digestive,mtDNA modifications,5.8
Gallbladder,Digestive,ABC transporters,8.3625
Gallbladder,Digestive,Sulfur metabolism,20.454545454545453
Gallbladder,Digestive,Trafficking,13.414285714285715
Gallbladder,Digestive,Itaconate metabolism,21.516666666666666
Gallbladder,Digestive,Cytochromes,900.6999999999999
Gallbladder,Digestive,fMet processing,1.1333333333333333
Gallbladder,Digestive,Import motor,6.3
Gallbladder,Digestive,Organelle contact sites,24.014285714285716
Gallbladder,Digestive,MICOS complex,18.142857142857142
Gallbladder,Digestive,Cristae formation,40.309090909090905
Gallbladder,Digestive,Sideroflexins,8.02
Gallbladder,Digestive,Serine metabolism,10.92
Gallbladder,Digestive,mt-mRNA modifications,9.825
Gallbladder,Digestive,Vitamin B6 metabolism,12.95
Gallbladder,Digestive,Fusion,14.633333333333333
Gallbladder,Digestive,Carnitine synthesis and transport,12.05
Gallbladder,Digestive,Carnitine shuttle,12.84
Gallbladder,Digestive,Glyoxylate metabolism,38.1375
Gallbladder,Digestive,CIV subunits,1290.8238095238096
Gallbladder,Digestive,Propanoate metabolism,14.375
Gallbladder,Digestive,Glycerol phosphate shuttle,9
Gallbladder,Digestive,Glutamate metabolism,16.825
Gallbladder,Digestive,Tetrahydrobiopterin synthesis,11.5
Gallbladder,Digestive,Kynurenine metabolism,15.366666666666667
Gallbladder,Digestive,Molybdenum cofactor synthesis and proteins,11.2
Gallbladder,Digestive,Lipoate insertion,6
Gallbladder,Digestive,CV assembly factors,10.48
Gallbladder,Digestive,Iron homeostasis,417.18
Gallbladder,Digestive,Vitamin B1 metabolism,6.2
Gallbladder,Digestive,mtDNA stability and decay,4.2
Gallbladder,Digestive,MIA40,9.866666666666667
Gallbladder,Digestive,Creatine metabolism,18.725
Gallbladder,Digestive,Vitamin B2 metabolism,14.5
Gallbladder,Digestive,Vitamin B12 metabolism,20.675
Gallbladder,Digestive,Eicosanoid metabolism,47.63333333333334
Gallbladder,Digestive,CII assembly factors,11.975
Gallbladder,Digestive,OXA,50.1
Gallbladder,Digestive,Vitamin A metabolism,40.260000000000005
Heart muscle,Contractile,Apoptosis,70.28571428571429
Heart muscle,Contractile,Mitochondrial dynamics and surveillance,95.58557692307693
Heart muscle,Contractile,Proteases,29.939285714285713
Heart muscle,Contractile,Protein homeostasis,51.976470588235294
Heart muscle,Contractile,"Protein import, sorting and homeostasis",71.02441860465116
Heart muscle,Contractile,CI assembly factors,46.268181818181816
Heart muscle,Contractile,Complex I,9621.246969696967
Heart muscle,Contractile,OXPHOS assembly factors,57.23088235294118
Heart muscle,Contractile,OXPHOS,9947.207100591711
Heart muscle,Contractile,mtDNA nucleoid,33.32727272727273
Heart muscle,Contractile,mtDNA maintenance,21.329032258064515
Heart muscle,Contractile,Mitochondrial central dogma,45.16580086580087
Heart muscle,Contractile,Nucleotide metabolism,87.915
Heart muscle,Contractile,Nucleotide synthesis and processing,65.325
Heart muscle,Contractile,Metabolism,676.9362255965292
Heart muscle,Contractile,Type II fatty acid synthesis,73.12222222222222
Heart muscle,Contractile,CI subunits,14408.736363636364
Heart muscle,Contractile,Fe-S cluster biosynthesis,77.17391304347827
Heart muscle,Contractile,OXPHOS subunits,16443.987254901964
Heart muscle,Contractile,Metals and cofactors,2336.6319672131144
Heart muscle,Contractile,Lipid metabolism,78.97154471544715
Heart muscle,Contractile,Pyruvate metabolism,154.48125000000002
Heart muscle,Contractile,Carbohydrate metabolism,124.75479452054795
Heart muscle,Contractile,Malate-aspartate shuttle,155.6
Heart muscle,Contractile,Urea cycle,2
Heart muscle,Contractile,SLC25A family,56.682352941176475
Heart muscle,Contractile,EF hand proteins,34.20909090909091
Heart muscle,Contractile,Calcium homeostasis,122.37083333333334
Heart muscle,Contractile,Small molecule transport,68.112941176470585
Heart muscle,Contractile,Signaling,92.59791666666668
Heart muscle,Contractile,Amino acid metabolism,79.61555555555555
Heart muscle,Contractile,Cytochrome C,260.35
Heart muscle,Contractile,Heme synthesis and processing,19.9625
Heart muscle,Contractile,Mitochondrial permeability transition pore,214.32857142857142
Heart muscle,Contractile,Nucleotide import,74.02
Heart muscle,Contractile,Calcium uniporter,23.566666666666666
Heart muscle,Contractile,Calcium cycle,129.67777777777778
Heart muscle,Contractile,mtDNA replication,19.15
Heart muscle,Contractile,mtDNA repair,19.6
Heart muscle,Contractile,Fatty acid oxidation,104.95
Heart muscle,Contractile,Protein import and sorting,83.07083333333334
Heart muscle,Contractile,TIM22 carrier pathway,18.6
Heart muscle,Contractile,Phospholipid metabolism,33.19565217391305
Heart muscle,Contractile,Complex IV,9883.801960784316
Heart muscle,Contractile,CIV assembly factors,59.21
Heart muscle,Contractile,Polycistronic mtRNA processing,34.50769230769231
Heart muscle,Contractile,mtRNA metabolism,30.336842105263155
Heart muscle,Contractile,Intramitochondrial membrane interactions,39.01111111111111
Heart muscle,Contractile,Lysine metabolism,162.5375
Heart muscle,Contractile,ROS and glutathione metabolism,143.4
Heart muscle,Contractile,Xenobiotic metabolism,57.79565217391305
Heart muscle,Contractile,Detoxification,100.25098039215686
Heart muscle,Contractile,Preprotein cleavage,140.5875
Heart muscle,Contractile,CIII subunits,9747.87
Heart muscle,Contractile,Complex III,6115.212499999999
Heart muscle,Contractile,CIII assembly factors,60.78333333333334
Heart muscle,Contractile,mt-tRNA synthetases,19.254545454545454
Heart muscle,Contractile,Translation,57.08903225806451
Heart muscle,Contractile,Electron carriers,6273.506666666665
Heart muscle,Contractile,"Q-linked reactions, other",68.22727272727272
Heart muscle,Contractile,Choline and betaine metabolism,96.4
Heart muscle,Contractile,Glycine metabolism,71.33333333333333
Heart muscle,Contractile,Folate and 1-C metabolism,14.357142857142858
Heart muscle,Contractile,Vitamin metabolism,33.042857142857144
Heart muscle,Contractile,Vitamin D metabolism,5.525
Heart muscle,Contractile,Heme-containing proteins,20973.046153846153
Heart muscle,Contractile,Fe-S-containing proteins,119.27741935483871
Heart muscle,Contractile,Vitamin C metabolism,72
Heart muscle,Contractile,TOM,137.44444444444446
Heart muscle,Contractile,Cardiolipin synthesis,37.76875
Heart muscle,Contractile,mt-rRNA modifications,25.650000000000002
Heart muscle,Contractile,Mitochondrial ribosome assembly,23.229166666666668
Heart muscle,Contractile,mtRNA granules,28.864285714285714
Heart muscle,Contractile,mt-tRNA modifications,14.90909090909091
Heart muscle,Contractile,Mitochondrial ribosome,77.44096385542169
Heart muscle,Contractile,Mitophagy,134.45000000000002
Heart muscle,Contractile,Autophagy,111.1
Heart muscle,Contractile,GABA metabolism,30.34285714285714
Heart muscle,Contractile,Proline metabolism,29.316666666666666
Heart muscle,Contractile,Gluconeogenesis,165.5666666666667
Heart muscle,Contractile,TCA-associated,87.87333333333333
Heart muscle,Contractile,TCA cycle,211.5
Heart muscle,Contractile,Fission,43.03333333333333
Heart muscle,Contractile,Cholesterol-associated,47.300000000000004
Heart muscle,Contractile,Coenzyme A metabolism,25.98
Heart muscle,Contractile,Catechol metabolism,76.16666666666666
Heart muscle,Contractile,cAMP-PKA signaling,57.95
Heart muscle,Contractile,"Cholesterol, bile acid, steroid synthesis",44.05714285714286
Heart muscle,Contractile,Branched-chain amino acid metabolism,101.696
Heart muscle,Contractile,Selenoproteins,121.9
Heart muscle,Contractile,Complex II,158.0625
Heart muscle,Contractile,CII subunits,292.875
Heart muscle,Contractile,Ketone metabolism,178.4875
Heart muscle,Contractile,TIM23 presequence pathway,94.43333333333334
Heart muscle,Contractile,Translation factors,58.36875
Heart muscle,Contractile,Copper metabolism,196.6
Heart muscle,Contractile,mtRNA stability and decay,50.33529411764706
Heart muscle,Contractile,Biotin utilizing proteins,21.64
Heart muscle,Contractile,Chaperones,74.9875
Heart muscle,Contractile,Branched-chain amino acid dehydrogenase complex,92.01666666666668
Heart muscle,Contractile,Coenzyme Q metabolism,45.3
Heart muscle,Contractile,Immune response,100.14
Heart muscle,Contractile,NAD biosynthesis and metabolism,26.72142857142857
Heart muscle,Contractile,Glycine cleavage system,79.675
Heart muscle,Contractile,Complex V,17004.78076923077
Heart muscle,Contractile,CV subunits,21039.704761904763
Heart muscle,Contractile,Transcription,36.1875
Heart muscle,Contractile,Amidoxime reducing complex,111.725
Heart muscle,Contractile,SAM,43.56666666666666
Heart muscle,Contractile,Respirasome assembly,187.95000000000002
Heart muscle,Contractile,mtDNA modifications,5.3
Heart muscle,Contractile,ABC transporters,13.7875
Heart muscle,Contractile,Sulfur metabolism,62.13636363636364
Heart muscle,Contractile,Trafficking,26.228571428571428
Heart muscle,Contractile,Itaconate metabolism,82.66666666666667
Heart muscle,Contractile,Cytochromes,23338.024999999998
Heart muscle,Contractile,fMet processing,4.233333333333333
Heart muscle,Contractile,Import motor,33.61666666666667
Heart muscle,Contractile,Organelle contact sites,79.08571428571429
Heart muscle,Contractile,MICOS complex,94.22857142857143
Heart muscle,Contractile,Cristae formation,308.4636363636364
Heart muscle,Contractile,Sideroflexins,13.02
Heart muscle,Contractile,Serine metabolism,13.02
Heart muscle,Contractile,mt-mRNA modifications,12.425
Heart muscle,Contractile,Vitamin B6 metabolism,26.450000000000003
Heart muscle,Contractile,Fusion,64.58888888888889
Heart muscle,Contractile,Carnitine synthesis and transport,52.5
Heart muscle,Contractile,Carnitine shuttle,57.88
Heart muscle,Contractile,Glyoxylate metabolism,302.48750000000007
Heart muscle,Contractile,CIV subunits,23918.933333333334
Heart muscle,Contractile,Propanoate metabolism,48.675
Heart muscle,Contractile,Glycerol phosphate shuttle,6.3
Heart muscle,Contractile,Glutamate metabolism,60.525
Heart muscle,Contractile,Tetrahydrobiopterin synthesis,33.5
Heart muscle,Contractile,Kynurenine metabolism,106.33333333333333
Heart muscle,Contractile,Molybdenum cofactor synthesis and proteins,20.52
Heart muscle,Contractile,Lipoate insertion,12.149999999999999
Heart muscle,Contractile,CV assembly factors,58.1
Heart muscle,Contractile,Iron homeostasis,941.4000000000001
Heart muscle,Contractile,Vitamin B1 metabolism,10
Heart muscle,Contractile,mtDNA stability and decay,21.900000000000002
Heart muscle,Contractile,MIA40,45.666666666666664
Heart muscle,Contractile,Creatine metabolism,290.275
Heart muscle,Contractile,Vitamin B2 metabolism,17.066666666666666
Heart muscle,Contractile,Vitamin B12 metabolism,44.025
Heart muscle,Contractile,Eicosanoid metabolism,297.8666666666667
Heart muscle,Contractile,CII assembly factors,23.25
Heart muscle,Contractile,OXA,138.8
Heart muscle,Contractile,Vitamin A metabolism,24.28
Hippocampal formation,CNS,Apoptosis,66.75714285714285
Hippocampal formation,CNS,Mitochondrial dynamics and surveillance,72.77211538461538
Hippocampal formation,CNS,Proteases,15.85
Hippocampal formation,CNS,Protein homeostasis,37.174509803921566
Hippocampal formation,CNS,"Protein import, sorting and homeostasis",48.17906976744186
Hippocampal formation,CNS,CI assembly factors,27.686363636363637
Hippocampal formation,CNS,Complex I,6059.846969696967
Hippocampal formation,CNS,OXPHOS assembly factors,34.10735294117647
Hippocampal formation,CNS,OXPHOS,5812.581065088755
Hippocampal formation,CNS,mtDNA nucleoid,19.20909090909091
Hippocampal formation,CNS,mtDNA maintenance,14.880645161290321
Hippocampal formation,CNS,Mitochondrial central dogma,26.152380952380952
Hippocampal formation,CNS,Nucleotide metabolism,48.0825
Hippocampal formation,CNS,Nucleotide synthesis and processing,45.666666666666664
Hippocampal formation,CNS,Metabolism,474.1180043383944
Hippocampal formation,CNS,Type II fatty acid synthesis,19.966666666666665
Hippocampal formation,CNS,CI subunits,9075.927272727273
Hippocampal formation,CNS,Fe-S cluster biosynthesis,30.117391304347827
Hippocampal formation,CNS,OXPHOS subunits,9608.466666666664
Hippocampal formation,CNS,Metals and cofactors,1691.1590163934427
Hippocampal formation,CNS,Lipid metabolism,30.397560975609757
Hippocampal formation,CNS,Pyruvate metabolism,29.7
Hippocampal formation,CNS,Carbohydrate metabolism,31.076712328767123
Hippocampal formation,CNS,Malate-aspartate shuttle,37.18333333333334
Hippocampal formation,CNS,Urea cycle,2.2
Hippocampal formation,CNS,SLC25A family,36.082352941176474
Hippocampal formation,CNS,EF hand proteins,51.71818181818182
Hippocampal formation,CNS,Calcium homeostasis,56.5375
Hippocampal formation,CNS,Small molecule transport,33.90352941176471
Hippocampal formation,CNS,Signaling,48.21458333333334
Hippocampal formation,CNS,Amino acid metabolism,33.74111111111111
Hippocampal formation,CNS,Cytochrome C,45.1
Hippocampal formation,CNS,Heme synthesis and processing,13.43125
Hippocampal formation,CNS,Mitochondrial permeability transition pore,86.38571428571429
Hippocampal formation,CNS,Nucleotide import,57.94
Hippocampal formation,CNS,Calcium uniporter,17.049999999999997
Hippocampal formation,CNS,Calcium cycle,28.455555555555556
Hippocampal formation,CNS,mtDNA replication,11.685714285714285
Hippocampal formation,CNS,mtDNA repair,17.455555555555556
Hippocampal formation,CNS,Fatty acid oxidation,27.038636363636364
Hippocampal formation,CNS,Protein import and sorting,53.7375
Hippocampal formation,CNS,TIM22 carrier pathway,6.8999999999999995
Hippocampal formation,CNS,Phospholipid metabolism,27.77826086956522
Hippocampal formation,CNS,Complex IV,7410.76862745098
Hippocampal formation,CNS,CIV assembly factors,38.736666666666665
Hippocampal formation,CNS,Polycistronic mtRNA processing,17.46153846153846
Hippocampal formation,CNS,mtRNA metabolism,21.175
Hippocampal formation,CNS,Intramitochondrial membrane interactions,17.01111111111111
Hippocampal formation,CNS,Lysine metabolism,43.75
Hippocampal formation,CNS,ROS and glutathione metabolism,105.93333333333334
Hippocampal formation,CNS,Xenobiotic metabolism,35.11304347826087
Hippocampal formation,CNS,Detoxification,69.42745098039215
Hippocampal formation,CNS,Preprotein cleavage,34.9
Hippocampal formation,CNS,CIII subunits,4118.799999999999
Hippocampal formation,CNS,Complex III,2584.5375
Hippocampal formation,CNS,CIII assembly factors,27.43333333333333
Hippocampal formation,CNS,mt-tRNA synthetases,10.886363636363637
Hippocampal formation,CNS,Translation,32.86645161290323
Hippocampal formation,CNS,Electron carriers,2682.4
Hippocampal formation,CNS,"Q-linked reactions, other",23.40909090909091
Hippocampal formation,CNS,Choline and betaine metabolism,30.15714285714286
Hippocampal formation,CNS,Glycine metabolism,26.606666666666666
